source_key,source_label,benchmark,base_benchmark,junction_count,geometry,mesh_strategy,kappa,h_min,num_nodes,num_triangles,phi_a,phi_c,ia0,ic0,a1,a2,c1,c2,energy,normalized_energy,exact_energy_constant,exact_constant_ratio,boundary_error_l2_sq,boundary_rate_ratio,iterations,residual_inf,initial_residual_inf,certified_threshold,accepted_step,solver,certified,solution_min,solution_max,max_bv_exponent_argument,exponential_clamp_active
stainless_zro2,ZrO2-coated stainless steel,practical_stainless_zro2_corrugated_four_junction_mixed,corrugated_four_junction_mixed,4,corrugated_top,graded,1.0,7.5e-08,29946,58804,-0.58,-0.07,1.016770186335404,1.0,9.475658818905538,9.475658818905538,12.721464602177049,12.721464602177049,0.02235776794761681,0.02235776794761681,0.1655848027928079,nan,0.0011001049106706782,nan,5.0,1.5080304626574614e-11,0.2832419545047218,1e-09,1.0,Newton,True,-0.3000263922437732,-0.24634330746988764,3.1616169810598125,False
stainless_zro2,ZrO2-coated stainless steel,practical_stainless_zro2_corrugated_four_junction_mixed,corrugated_four_junction_mixed,4,corrugated_top,graded,0.1,7.5e-08,29946,58804,-0.58,-0.07,1.016770186335404,1.0,9.475658818905538,9.475658818905538,12.721464602177049,12.721464602177049,0.13785303659162326,0.05986881310534905,0.1655848027928079,0.36155982974030165,0.0006051587927058622,0.002628171243473898,5.0,2.707530380452461e-11,0.034130297572792914,1e-09,1.0,Newton,True,-0.3872595619833737,-0.17029846286043215,4.0360062874736835,False
stainless_zro2,ZrO2-coated stainless steel,practical_stainless_zro2_corrugated_four_junction_mixed,corrugated_four_junction_mixed,4,corrugated_top,graded,0.01,7.5e-08,29946,58804,-0.58,-0.07,1.016770186335404,1.0,9.475658818905538,9.475658818905538,12.721464602177049,12.721464602177049,0.44100596769253125,0.09576322912763505,0.1655848027928079,0.5783334431207504,0.00012609769040409732,0.002738176556162205,0.0,9.380715520340699e-09,9.380715520340699e-09,1e-09,-1.0,L-BFGS-B,False,-0.5201077441259644,-0.09073047423585749,5.7260297340642206,False
stainless_zro2,ZrO2-coated stainless steel,practical_stainless_zro2_corrugated_four_junction_mixed,corrugated_four_junction_mixed,4,corrugated_top,graded,0.001,7.5e-08,29946,58804,-0.58,-0.07,1.016770186335404,1.0,9.475658818905538,9.475658818905538,12.721464602177049,12.721464602177049,0.821280239613346,0.11889249205341887,0.1655848027928079,0.7180157239561776,1.318682365241344e-05,0.0019089882486914807,2.0,6.501428631566775e-10,6.501962891702906e-10,1e-09,-1.0,L-BFGS-B,True,-0.573227208745149,-0.07223257710410569,6.401787122903774,False
stainless_zro2,ZrO2-coated stainless steel,practical_stainless_zro2_corrugated_four_junction_mixed,corrugated_four_junction_mixed,4,corrugated_top,graded,0.0001,7.5e-08,29946,58804,-0.58,-0.07,1.016770186335404,1.0,9.475658818905538,9.475658818905538,12.721464602177049,12.721464602177049,1.2044613080438054,0.13077272493734937,0.1655848027928079,0.7897628449694263,1.3169185889397453e-06,0.0014298261907308705,1.0,1.8149384634069676e-09,1.814943712680206e-09,1e-09,-1.0,L-BFGS-B,False,-0.5793383475521803,-0.07022411137332249,6.479529758916412,False
stainless_zro2,ZrO2-coated stainless steel,practical_stainless_zro2_corrugated_four_junction_mixed,corrugated_four_junction_mixed,4,corrugated_top,graded,3e-05,7.5e-08,29946,58804,-0.58,-0.07,1.016770186335404,1.0,9.475658818905538,9.475658818905538,12.721464602177049,12.721464602177049,1.4059521073215897,0.13500190396817033,0.1655848027928079,0.8153037095867718,3.973877361869339e-07,0.0012719281289753986,5.0,1.7157211346465839e-12,0.07162557557570727,1e-09,1.0,Newton,True,-0.5798026861971911,-0.07006724657873478,6.485436826552341,False
stainless_zro2,ZrO2-coated stainless steel,practical_stainless_zro2_corrugated_four_junction_mixed,corrugated_four_junction_mixed,4,corrugated_top,graded,1e-05,7.5e-08,29946,58804,-0.58,-0.07,1.016770186335404,1.0,9.475658818905538,9.475658818905538,12.721464602177049,12.721464602177049,1.5942371405572235,0.1384736785978442,0.1655848027928079,0.8362704563601336,1.358014455259209e-07,0.0011795563685278495,5.0,2.276333708797759e-12,0.0613056044851643,1e-09,1.0,Newton,True,-0.5799343731881151,-0.07002241745499428,6.487112077945948,False
stainless_zro2,ZrO2-coated stainless steel,practical_stainless_zro2_corrugated_four_junction_mixed,corrugated_four_junction_mixed,4,corrugated_top,graded,3e-06,7.5e-08,29946,58804,-0.58,-0.07,1.016770186335404,1.0,9.475658818905538,9.475658818905538,12.721464602177049,12.721464602177049,1.8205440574586071,0.14315944178417714,0.1655848027928079,0.8645687247235421,4.5370191740233805e-08,0.001189236315844306,5.0,2.225375855431333e-12,0.14754036297099385,1e-09,1.0,Newton,True,-0.5799803287335872,-0.07000672554369179,6.487696699790943,False
stainless_zro2,ZrO2-coated stainless steel,practical_stainless_zro2_corrugated_four_junction_mixed,corrugated_four_junction_mixed,4,corrugated_top,graded,1e-06,7.5e-08,29946,58804,-0.58,-0.07,1.016770186335404,1.0,9.475658818905538,9.475658818905538,12.721464602177049,12.721464602177049,2.0912197502832166,0.15136753299918287,0.1655848027928079,0.9141390420266119,2.048839029488255e-08,0.0014829991413579384,5.0,1.9057811232145196e-12,0.24571143479446486,1e-09,1.0,Newton,True,-0.5799934445917366,-0.07000224188889627,6.48786355271612,False
stainless_zro2,ZrO2-coated stainless steel,practical_stainless_zro2_corrugated_four_junction_mixed,corrugated_four_junction_mixed,4,corrugated_top,graded,5e-07,7.5e-08,29946,58804,-0.58,-0.07,1.016770186335404,1.0,9.475658818905538,9.475658818905538,12.721464602177049,12.721464602177049,2.349287829105391,0.16192316832090037,0.1655848027928079,0.9778866513704808,1.4850260771882388e-08,0.002047089543294019,0.0,1.9946400087178517e-10,1.9946400087178517e-10,1e-09,-1.0,L-BFGS-B,True,-0.5799967225118235,-0.07000112095089223,6.487905252660474,False
