benchmark,kappa,h_min,h_min_over_kappa,num_nodes,num_triangles,continuation_levels,energy,normalized_energy,exact_energy_constant,exact_constant_ratio,boundary_error_l2_sq,iterations,residual_inf,solver,certified,solution_min,solution_max,max_bv_exponent_argument,exponential_clamp_active
multi_junction_mixed,0.0001,5e-06,0.05,7881,15264,7,0.29768178548747687,0.03232038920007968,0.07639437268410978,0.4230729053005549,9.766965844967601e-05,6.0,1.3529984678133728e-14,Newton,True,-0.1992793600075134,0.13114604332349164,33.19209319742459,False
multi_junction_mixed,1e-05,5.000000000000001e-07,0.05,15045,29400,9,0.4610871541241013,0.04004952134251428,0.07639437268410978,0.5242470084559602,1.9789924385652092e-05,6.0,8.278578517151303e-11,Newton,True,-0.19991339653996368,0.186435130362293,33.24480065436718,False
multi_junction_mixed,1e-06,5e-08,0.05,24635,48384,11,0.6380774650721397,0.046185587017940864,0.07639437268410978,0.604567920322063,1.9879359912836153e-06,6.0,4.344740539563574e-11,Newton,True,-0.19999042007365259,0.19897076720886955,33.25120362072274,False
multi_junction_mixed,1.3e-07,1e-08,0.07692307692307693,32775,64528,13,0.8064843239123743,0.050863899258504305,0.07639437268410978,0.6658068843477017,2.578675301981113e-07,6.0,1.5524728089566e-12,Newton,True,-0.19999872065297558,0.1998706172745431,33.25189364788186,False
