benchmark,geometry,mesh_strategy,kappa,num_nodes,num_triangles,energy,normalized_energy,exact_energy_constant,exact_constant_ratio,boundary_error_l2_sq,boundary_rate_ratio,iterations,residual_inf,initial_residual_inf,certified_threshold,accepted_step,solver,certified,solution_min,solution_max,max_bv_exponent_argument,exponential_clamp_active
corrugated_four_junction_mixed,corrugated_top,graded,0.0001,22464,43990,0.5413092607166987,0.05877190623309774,0.10185916357881304,0.576991840185525,1.8072567571977507e-05,0.019622040925833705,0.0,6.889845941449e-14,nan,1e-09,0.0,cached,True,-0.1790085885111272,0.1885298267170961,23.070901110461165,False
corrugated_four_junction_mixed,corrugated_top,graded,5e-05,22464,43990,0.6335933384314167,0.06397678949666206,0.10185916357881304,0.6280906621342942,9.845092300040135e-06,0.019882071336615074,5.0,1.3662317804863378e-11,0.07756903768458977,1e-09,1.0,Newton,True,-0.1873360626484891,0.1938639623111676,23.387642082037132,False
corrugated_four_junction_mixed,corrugated_top,graded,3e-05,22464,43990,0.7137719405147819,0.06853759133525747,0.10185916357881304,0.6728662294799509,6.067880065730651e-06,0.01942160423194678,0.0,6.925778237058229e-14,nan,1e-09,0.0,cached,True,-0.1918752674740292,0.19625504691601167,23.529624685872772,False
corrugated_four_junction_mixed,corrugated_top,graded,1e-05,22464,43990,0.9464956014643775,0.0822115633723357,0.10185916357881304,0.8071101360333173,2.04356670630504e-06,0.01775019487898964,0.0,8.426118978581798e-14,nan,1e-09,0.0,cached,True,-0.19717942369251212,0.1987419010437587,23.677294083978392,False
corrugated_four_junction_mixed,corrugated_top,graded,5e-06,22464,43990,1.1658320600969971,0.09551246284970467,0.10185916357881304,0.9376914112965631,1.0093459791543138e-06,0.016538423266290046,6.0,6.038139426971151e-14,0.18208910608103773,1e-09,1.0,Newton,True,-0.19858614891417134,0.19937103962161026,23.714652332731216,False
